product_id,forecast_mean_30,forecast_total_30,forecast_min_30,forecast_max_30,recent_mean_56,recent_std_56,recent_total_56,recent_mean_28,forecast_vs_recent_pct,forecast_change_abs,forecast_change_direction,forecast_change_severity
P00001,28.305929567923,849.17788703769,20.72044274554572,32.83654308179217,27.839285714285715,3.9209311775012443,1559,28.035714285714285,0.009638252104259849,0.2702152822087136,Forecast Increase,Normal
P00002,118.15829893713058,3544.7489681139173,104.20267554130372,126.49913243524016,116.28571428571429,14.899315769175796,6512,112.07142857142857,0.05431241881442203,6.086870365702012,Forecast Increase,Normal
P00003,264.58295219062063,7937.48856571862,231.35569358649977,286.4812330930301,260.57142857142856,21.732972137332673,14592,264.9642857142857,-0.0014391883896242837,-0.38133352366509143,Forecast Decrease,Normal
P00004,304.1931083801311,9125.793251403933,230.67026673423115,348.52361855174945,269.8392857142857,41.25344141488597,15111,285.64285714285717,0.06494211485917353,18.550251237273926,Forecast Increase,Normal
P00005,20.680560857891727,620.4168257367518,15.015227476102474,24.1329517625968,21.535714285714285,5.796438673763511,1206,19.857142857142858,0.041467093562892715,0.8234180007488696,Forecast Increase,Normal
P00006,15.85923719879268,475.77711596378043,15.85923719879268,15.85923719879268,17.125,5.7209741700645225,959,15.642857142857142,0.013832514991312932,0.216380055935538,Forecast Increase,Normal
P00007,23.442252447865403,703.267573435962,20.386089237746926,25.51908969177672,25.625,6.869067688492444,1435,22.964285714285715,0.02081348140004862,0.477966733579688,Forecast Increase,Normal
P00008,228.9314278123615,6867.942834370845,202.1030342798582,245.5808806009491,227.96428571428572,27.924550479470895,12766,221.53571428571428,0.03338384309948773,7.395713526647228,Forecast Increase,Normal
P00009,212.10571638987392,6363.171491696217,178.86222901690792,230.0918335243861,201.46428571428572,24.496355414049418,11282,207.21428571428572,0.02360566337753697,4.891430675588197,Forecast Increase,Normal
P00010,91.86392702677068,2755.9178108031206,91.86392702677068,91.86392702677068,83.44642857142857,122.85540941845673,4673,83.32142857142857,0.102524627839511,8.542498455342113,Forecast Increase,Normal
P00011,9.918153928198803,297.5446178459641,9.918153928198803,9.918153928198803,11.517857142857142,3.7367514887013416,645,10.214285714285714,-0.028991923113403793,-0.29613178608691015,Forecast Decrease,Normal
P00012,403.1112400106276,12093.337200318829,348.83655305415925,438.0205184797605,397.7857142857143,54.14214096774737,22276,386.17857142857144,0.04384673266416101,16.93266858205618,Forecast Increase,Normal
P00013,269.3725353414353,8081.1760602430595,230.6091094149897,292.2745825264966,278.0357142857143,38.797827626961634,15570,271.0,-0.00600540464415015,-1.6274646585646906,Forecast Decrease,Normal
P00014,5.0,150.0,5.0,5.0,4.375,1.4467832657940918,245,3.857142857142857,0.2962962962962963,1.1428571428571428,Forecast Increase,Moderate
P00015,22.553033623645156,676.5910087093547,22.553033623645156,22.553033623645156,25.678571428571427,7.390675065383271,1438,22.928571428571427,-0.016378595853482225,-0.375537804926271,Forecast Decrease,Normal
P00016,19.84668448448446,595.4005345345338,16.88230008908373,21.86697193020678,21.482142857142858,5.543189339355826,1203,19.928571428571427,-0.004109022283933859,-0.08188694408696762,Forecast Decrease,Normal
P00017,3.938882964608668,118.16648893826004,3.4291149816776647,4.265246361717368,3.892857142857143,0.5617690055391233,218,3.857142857142857,0.021191879713358366,0.08174010746581084,Forecast Increase,Normal
P00018,252.14227765957668,7564.2683297873,216.0770672781372,273.29569830414067,236.17857142857142,34.11323770932609,13226,246.85714285714286,0.021409689593192543,5.2851348024338165,Forecast Increase,Normal
P00019,13.899638207025578,416.98914621076733,10.4080949240251,16.120763980280422,13.303571428571429,1.9439382973479644,745,13.428571428571429,0.035079440948713264,0.47106677845414957,Forecast Increase,Normal
P00020,27.021765528417525,810.6529658525258,23.587304359125422,29.41319851467744,26.214285714285715,2.563479777846623,1468,25.75,0.04938895255990389,1.271765528417525,Forecast Increase,Normal
P00021,81.67679977648919,2450.303993294676,61.29427474710834,94.1260332374974,76.46428571428571,11.352155239047278,4282,79.75,0.024160498764754738,1.9267997764891902,Forecast Increase,Normal
P00022,22.55573734459886,676.6721203379658,15.919373770586713,26.539461150558893,24.482142857142858,7.016839670466966,1371,22.107142857142858,0.0202918346506754,0.4485944874560026,Forecast Increase,Normal
P00023,17.594734607287354,527.8420382186206,12.923812638280197,20.566182487725754,16.642857142857142,2.582659456864157,932,16.928571428571427,0.03935141140094081,0.6661631787159266,Forecast Increase,Normal
P00024,3.566666666666667,107.0,3.0,4.0,3.5,0.504524979109513,196,3.5357142857142856,0.00875420875420885,0.030952380952381287,Forecast Increase,Normal
P00025,312.7416355566735,9382.249066700204,235.8667050502012,358.40643674325514,280.05357142857144,43.10765367304054,15683,293.14285714285717,0.06685743123621551,19.59877841381632,Forecast Increase,Normal
P00026,433.9078644785356,13017.235934356067,361.5727402150244,478.9660638373997,395.0357142857143,49.11358422925531,22122,411.4642857142857,0.05454563018826461,22.443578764249878,Forecast Increase,Normal
P00027,12.480746762616242,374.4224028784873,10.477924799426036,13.773907337666229,13.714285714285714,3.3505184712181517,768,12.535714285714286,-0.004384873637450837,-0.054967523098044424,Forecast Decrease,Normal
P00028,154.7957737495114,4643.873212485342,135.19246647076207,166.3644721107519,145.125,11.89356204767176,8127,150.07142857142858,0.031480643737819794,4.724345178082814,Forecast Increase,Normal
P00029,389.8257215836647,11694.77164750994,330.70345038392554,422.13276429601694,355.7857142857143,47.44823563563843,19924,378.75,0.029242829263801156,11.075721583664688,Forecast Increase,Normal
