product_id,demand_class,behavioral_class,model,validation_window,mae,rmse,wape,mape,bias
P00001,Seasonal,Continuous,Naive,1,4.0,5.026595932305149,0.16620498614958448,0.1888220977571302,0.1634349030470914
P00001,Seasonal,Continuous,Naive,2,7.333333333333333,8.457738074292283,0.25943396226415094,0.2424972648800922,-0.25707547169811323
P00001,Seasonal,Continuous,Naive,3,4.233333333333333,5.294651389216606,0.15137067938021453,0.16969570766233724,0.14421930870083433
P00001,Seasonal,Continuous,SeasonalNaive7,1,1.5,2.1525179054617256,0.062326869806094184,0.06464580276924105,-0.03185595567867036
P00001,Seasonal,Continuous,SeasonalNaive7,2,3.3333333333333335,4.328202090167848,0.1179245283018868,0.10889545205990496,-0.10377358490566038
P00001,Seasonal,Continuous,SeasonalNaive7,3,2.2666666666666666,2.792848008753788,0.08104886769964244,0.07981815100539609,-0.050059594755661505
P00001,Seasonal,Continuous,SeasonalNaive28,1,1.4666666666666666,2.250925735484551,0.060941828254847646,0.061597333261626114,-0.01662049861495845
P00001,Seasonal,Continuous,SeasonalNaive28,2,4.133333333333334,5.247221486971303,0.14622641509433962,0.13646717598283065,-0.13679245283018868
P00001,Seasonal,Continuous,SeasonalNaive28,3,3.033333333333333,3.6285901761795403,0.10846245530393325,0.10761127806057359,0.00834326579261025
P00001,Seasonal,Continuous,SES,1,2.434194728240793,3.1578952088065453,0.10114382527316317,0.11195802006568636,0.017468659683715877
P00001,Seasonal,Continuous,SES,2,4.740359283570208,5.931380707158514,0.16770138974894602,0.15552607789610978,-0.14349602694006727
P00001,Seasonal,Continuous,SES,3,2.8744163561795326,3.5388872275920877,0.10278008424956613,0.1060931945694413,-0.031134493528244857
P00001,Seasonal,Continuous,HoltWinters7,1,1.853910262827739,2.369606053666767,0.07703228238896423,0.08097818258286917,-0.06369859519761882
P00001,Seasonal,Continuous,HoltWinters7,2,2.5785334879028796,3.0891989332545817,0.09122170358146979,0.08829553363981608,-0.0453876706696429
P00001,Seasonal,Continuous,HoltWinters7,3,1.5521282694973513,2.0454215336664143,0.055499222985602545,0.05607559733195739,0.02288228193614
P00002,Stable,Continuous,Naive,1,11.4,12.953763931769021,0.10919540229885058,0.11360563390380417,0.09195402298850575
P00002,Stable,Continuous,Naive,2,18.0,20.251748895671536,0.144076840981857,0.1535003247533651,0.04055496264674493
P00002,Stable,Continuous,Naive,3,10.4,13.183322798141598,0.09269162210338681,0.0999007871703956,0.0784313725490196
P00002,Stable,Continuous,RollingMean28,1,6.504761904761904,8.698815307563555,0.062306148513045057,0.06198770931268431,0.0016420361247947261
P00002,Stable,Continuous,RollingMean28,2,22.061904761904756,27.88440515808806,0.17658941911876805,0.1612420542534906,-0.15869416069522785
P00002,Stable,Continuous,RollingMean28,3,11.535714285714281,14.515412287549774,0.10281385281385277,0.11084964836284864,0.09530175706646286
P00002,Stable,Continuous,SeasonalNaive7,1,6.433333333333334,9.884331034521255,0.06162196679438059,0.060831372134320084,0.009897828863346106
P00002,Stable,Continuous,SeasonalNaive7,2,24.133333333333333,30.392981645987504,0.19316969050160085,0.18284666221481186,-0.14887940234791888
P00002,Stable,Continuous,SeasonalNaive7,3,5.9,7.5122122795707345,0.05258467023172905,0.05115606404946546,-0.011586452762923352
P00002,Stable,Continuous,SES,1,7.5271002771781435,9.344571675530583,0.07209866165879447,0.0736352870310169,0.03273707560292483
P00002,Stable,Continuous,SES,2,18.692879969200032,23.966552450719995,0.14962283860085404,0.13833271833889704,-0.11031189875533717
P00002,Stable,Continuous,SES,3,7.812564532447131,9.83534297334273,0.06963069993268388,0.07232450893533601,0.005450374450027024
P00002,Stable,Continuous,HoltWinters7,1,5.220534503431654,8.945834980975173,0.05000511976467102,0.048118611078991194,-0.011774960612809492
P00002,Stable,Continuous,HoltWinters7,2,17.462788486531824,18.90779643432765,0.13977685554854713,0.14100092141841977,-0.01173053607605938
P00002,Stable,Continuous,HoltWinters7,3,5.275123803981576,6.594666730201007,0.04701536367185006,0.0481660077779941,0.020304643779960805
P00003,Stable,Continuous,Naive,1,22.4,27.997618946379472,0.09157808667211774,0.09708750545151701,0.09157808667211774
P00003,Stable,Continuous,Naive,2,41.733333333333334,45.968104884437714,0.1625974025974026,0.15778011327068892,-0.16233766233766234
P00003,Stable,Continuous,Naive,3,22.633333333333333,26.056988825776987,0.08572149981062997,0.08439227404253447,-0.05314985481631107
P00003,Stable,Continuous,RollingMean28,1,14.123809523809525,16.836831993122278,0.05774247556749602,0.059478430436379286,-0.004789160144842942
P00003,Stable,Continuous,RollingMean28,2,17.30476190476191,22.067072693923674,0.06742115027829317,0.06585874310062537,-0.0408627087198516
P00003,Stable,Continuous,RollingMean28,3,20.109523809523807,23.330062938935537,0.07616282215448987,0.07636521082206257,-0.029884394106083196
P00003,Stable,Continuous,SeasonalNaive7,1,10.966666666666667,14.414113454065314,0.04483510493322431,0.04485801420552883,-0.006950122649223222
P00003,Stable,Continuous,SeasonalNaive7,2,14.666666666666666,17.966635745180564,0.05714285714285714,0.05600867020609506,-0.039480519480519484
P00003,Stable,Continuous,SeasonalNaive7,3,17.1,21.39704029377272,0.06476454993056432,0.0642013534913994,-0.03598030551698018
P00003,Stable,Continuous,SES,1,13.547883414695223,16.82541340348805,0.055387912570299354,0.05763954353855791,0.0040634352406264266
P00003,Stable,Continuous,SES,2,18.366996652538038,23.031581599047467,0.07155972721768067,0.06966592434177844,-0.0482705410337968
P00003,Stable,Continuous,SES,3,21.13254895070172,24.314475977801184,0.08003742816829335,0.07959667440435748,-0.03957090914059191
P00003,Stable,Continuous,HoltWinters7,1,9.542795817992305,12.351894872567,0.03901388314796527,0.03896961461901013,-0.01204818307281318
P00003,Stable,Continuous,HoltWinters7,2,12.168335567284293,14.568275848123792,0.04740909961279595,0.04643110978668592,-0.03726553612242627
P00003,Stable,Continuous,HoltWinters7,3,15.497171188954049,19.18245118853296,0.05869399516079049,0.0577325696596068,-0.04186947932314078
P00004,Seasonal,Continuous,Naive,1,39.06666666666667,50.26662245798233,0.16530324400564175,0.1901396676402271,0.15937940761636107
P00004,Seasonal,Continuous,Naive,2,68.26666666666667,76.71722970319857,0.2720510095642933,0.2560958344619895,-0.27072263549415515
P00004,Seasonal,Continuous,Naive,3,29.033333333333335,36.94545529109997,0.10157434402332362,0.11233235746599504,0.021574344023323616
P00004,Seasonal,Continuous,SeasonalNaive7,1,14.833333333333334,17.82414093301554,0.06276445698166432,0.06666188038245241,-0.009167842031029619
P00004,Seasonal,Continuous,SeasonalNaive7,2,15.533333333333333,19.55675501372011,0.061902231668437835,0.061513418445450774,-0.016206163655685443
P00004,Seasonal,Continuous,SeasonalNaive7,3,24.533333333333335,30.723498064727806,0.08583090379008747,0.08342725754901828,-0.06647230320699708
P00004,Seasonal,Continuous,SeasonalNaive28,1,16.133333333333333,19.578900207451216,0.06826516220028209,0.0676525413890212,-0.000846262341325811
P00004,Seasonal,Continuous,SeasonalNaive28,2,18.6,22.936143238710965,0.07412327311370882,0.07313172363384729,-0.04436769394261424
P00004,Seasonal,Continuous,SeasonalNaive28,3,34.3,40.348068933552035,0.12,0.11845464507847264,-0.11580174927113702
P00004,Seasonal,Continuous,SES,1,27.524783539954637,33.629551761417886,0.11646593881504078,0.1281265851272431,0.020288773909790288
P00004,Seasonal,Continuous,SES,2,33.43139882726606,37.816002760572026,0.13322820999176166,0.13526765163286494,-0.05032224952895125
P00004,Seasonal,Continuous,SES,3,43.41842701079478,48.23061845554414,0.15190120237012752,0.1494859752584883,-0.11059232833653239
P00004,Seasonal,Continuous,HoltWinters7,1,13.24602587797013,15.286189490645967,0.056048064363766414,0.057995514633710395,-0.02696885361580674
P00004,Seasonal,Continuous,HoltWinters7,2,14.939370538176059,18.6320958635293,0.05953521734129673,0.06133864886697208,-0.009751161909459958
P00004,Seasonal,Continuous,HoltWinters7,3,26.81095767325865,32.23033247344942,0.09379926882772704,0.09235118174592574,-0.08331633319759332
P00005,Seasonal,Continuous,Naive,1,5.833333333333333,6.327190002942328,0.33849129593810445,0.3719292953348681,0.3346228239845261
P00005,Seasonal,Continuous,Naive,2,6.8,7.814516406449389,0.2727272727272727,0.2884996986232684,-0.0374331550802139
P00005,Seasonal,Continuous,Naive,3,2.2333333333333334,2.7264140062238043,0.11298482293423272,0.11820422236662646,-0.0387858347386172
P00005,Seasonal,Continuous,SeasonalNaive7,1,1.4666666666666666,2.792848008753788,0.0851063829787234,0.07482215783299374,-0.019342359767891684
P00005,Seasonal,Continuous,SeasonalNaive7,2,7.633333333333334,10.486499256981173,0.30614973262032086,0.2696442457910017,-0.25
P00005,Seasonal,Continuous,SeasonalNaive7,3,1.8,2.2211108331943574,0.09106239460370995,0.08999640641685332,-0.07082630691399663
P00005,Seasonal,Continuous,SeasonalNaive28,1,1.0666666666666667,2.0976176963403033,0.061895551257253385,0.05825077399380805,-0.01160541586073501
P00005,Seasonal,Continuous,SeasonalNaive28,2,8.233333333333333,10.864314673891462,0.3302139037433155,0.28688256421778763,-0.29545454545454547
P00005,Seasonal,Continuous,SeasonalNaive28,3,7.4,9.391485505499118,0.37436762225969644,0.38699889321877473,0.2596964586846543
P00005,Seasonal,Continuous,SES,1,1.915398233582852,2.7790898390247913,0.11114496519823126,0.12851863164257046,0.056392393653218395
P00005,Seasonal,Continuous,SES,2,7.582617516546107,10.025113741177288,0.30411567579730375,0.26237888813349275,-0.25463129566930304
P00005,Seasonal,Continuous,SES,3,2.6646073726776525,3.0540371549405476,0.13480307113040402,0.13587209163005026,-0.07969505010643847
P00005,Seasonal,Continuous,HoltWinters7,1,1.4905201705157018,2.5379454761509725,0.08649053213824189,0.079428772525154,0.035399100466495706
P00005,Seasonal,Continuous,HoltWinters7,2,6.860127128672698,7.287289553836192,0.27513878858312957,0.2804477434425236,-0.05175835093204462
P00005,Seasonal,Continuous,HoltWinters7,3,2.054208847083022,2.3816214704662717,0.10392287590639233,0.1045232480834385,-0.09924198150362484
P00006,Volatile,Continuous,Naive,1,2.9,4.527692569068709,0.20567375886524822,0.1767288352056154,-0.14893617021276595
P00006,Volatile,Continuous,Naive,2,8.366666666666667,9.210501253098732,0.4204355108877722,0.5459277756658684,0.2562814070351759
P00006,Volatile,Continuous,Naive,3,5.8,6.521758454077652,0.3686440677966102,0.34457163829724075,-0.3644067796610169
P00006,Volatile,Continuous,RollingMean28,1,2.799999999999999,4.012861974263481,0.19858156028368787,0.1965233610285946,0.008105369807497414
P00006,Volatile,Continuous,RollingMean28,2,6.966666666666667,9.421245350036173,0.3500837520938023,0.30426041890013455,-0.27494615936827
P00006,Volatile,Continuous,RollingMean28,3,4.038095238095237,4.828768663201943,0.25665859564164645,0.3031358375621206,0.23486682808716702
P00006,Volatile,Continuous,SeasonalNaive7,1,3.7666666666666666,5.192943930629972,0.26713947990543735,0.24774778479938436,-0.04964539007092199
P00006,Volatile,Continuous,SeasonalNaive7,2,7.5,9.974968671630002,0.3768844221105528,0.3439980418635865,-0.2529313232830821
P00006,Volatile,Continuous,SeasonalNaive7,3,3.933333333333333,4.96655480858378,0.25,0.2513663007497978,-0.0211864406779661
P00006,Volatile,Continuous,SES,1,2.80561763463768,4.013222847956291,0.19897997408777873,0.19708500312974223,0.008959113673406344
P00006,Volatile,Continuous,SES,2,6.766649165660182,9.178963082067982,0.3400326213899589,0.2994360488269512,-0.2534080221457482
P00006,Volatile,Continuous,SES,3,2.541374310401734,3.1682244869553453,0.16152802820350004,0.16628477031116334,-0.03894398372716049
P00007,Stable,Continuous,Naive,1,2.0,3.0441200151549,0.09230769230769231,0.08717624352285815,-0.03076923076923077
P00007,Stable,Continuous,Naive,2,8.9,9.772410142846033,0.29437706725468576,0.3529707426344341,0.12458654906284454
P00007,Stable,Continuous,Naive,3,1.9,2.243509156061845,0.08296943231441048,0.08598060842454434,0.048034934497816595
P00007,Stable,Continuous,RollingMean28,1,1.969047619047619,2.9771093819523737,0.09087912087912088,0.08762968654859025,-0.009340659340659294
P00007,Stable,Continuous,RollingMean28,2,9.083333333333334,12.380596377665604,0.30044101433296583,0.24354191752434937,-0.28059536934950385
P00007,Stable,Continuous,RollingMean28,3,6.528571428571425,6.8150992825704675,0.2850904553961321,0.2943372994292685,0.2850904553961321
P00007,Stable,Continuous,SeasonalNaive7,1,1.9,3.125166662222459,0.0876923076923077,0.08163076055376499,-0.013846153846153847
P00007,Stable,Continuous,SeasonalNaive7,2,9.266666666666667,12.497999839974394,0.3065049614112459,0.2691837362238526,-0.22712238147739802
